qid,arm,unit,cycle,true_rul,dl_hint,rul_pred_raw,rul_pred,mono_violation,mono_viol_size,dl_used,steps,json_valid,rul_err,rul_abs_err,s_score,range_coverage,range_width,trend_n,trend_direction_acc,outlook_real,outlook_pred,outlook_acc,n_trend_detail
T135c74,P7_agent_dl,135,74,125.0,50.9,62.0,62.0,0,0.0,True,4.0,1.0,-63.0,63.0,126.25,1.0,125.0,,,sporadic,accelerating,0.0,0
T209c4,P7_agent_dl,209,4,125.0,125.0,100.0,100.0,0,0.0,True,4.0,1.0,-25.0,25.0,5.84,0.0,20.0,,,steady,accelerating,0.0,0
T209c13,P7_agent_dl,209,13,125.0,116.0,91.0,91.0,0,0.0,True,4.0,1.0,-34.0,34.0,12.67,1.0,25.0,2.0,0.5,steady,accelerating,0.0,2
T209c23,P7_agent_dl,209,23,125.0,106.0,106.0,91.0,1,15.0,True,4.0,1.0,-34.0,34.0,12.67,1.0,34.0,1.0,1.0,sporadic,accelerating,0.0,1
T209c35,P7_agent_dl,209,35,119.0,94.0,94.0,91.0,1,3.0,True,4.0,1.0,-28.0,28.0,7.62,1.0,31.0,2.0,0.5,sporadic,accelerating,0.0,2
T222c11,P7_agent_dl,222,11,125.0,118.0,122.0,122.0,0,0.0,True,4.0,1.0,-3.0,3.0,0.26,1.0,7.0,2.0,0.0,sporadic,accelerating,0.0,2
T245c235,P7_agent_dl,245,235,46.0,27.8,28.0,28.0,0,0.0,True,4.0,1.0,-18.0,18.0,2.99,1.0,97.0,2.0,0.5,accelerating,accelerating,1.0,2
T245c238,P7_agent_dl,245,238,43.0,20.4,22.0,22.0,0,0.0,True,4.0,1.0,-21.0,21.0,4.03,0.0,8.0,2.0,0.0,accelerating,accelerating,1.0,2
T245c241,P7_agent_dl,245,241,40.0,17.4,19.0,19.0,0,0.0,True,4.0,1.0,-21.0,21.0,4.03,0.0,3.0,2.0,0.5,accelerating,accelerating,1.0,2
T245c243,P7_agent_dl,245,243,38.0,15.4,22.0,19.0,1,3.0,True,4.0,1.0,-19.0,19.0,3.31,0.0,6.0,2.0,0.5,accelerating,accelerating,1.0,2
T245c247,P7_agent_dl,245,247,34.0,11.4,18.0,18.0,0,0.0,True,4.0,1.0,-16.0,16.0,2.42,1.0,125.0,2.0,0.0,accelerating,accelerating,1.0,2
T245c249,P7_agent_dl,245,249,32.0,9.4,16.0,16.0,0,0.0,True,4.0,1.0,-16.0,16.0,2.42,1.0,107.0,1.0,0.0,accelerating,accelerating,1.0,1
T245c255,P7_agent_dl,245,255,26.0,3.4,21.0,16.0,1,5.0,True,4.0,1.0,-10.0,10.0,1.16,0.0,9.0,2.0,0.0,accelerating,accelerating,1.0,2
T245c256,P7_agent_dl,245,256,25.0,2.4,22.0,16.0,1,6.0,True,4.0,1.0,-9.0,9.0,1.0,1.0,5.0,2.0,0.0,accelerating,accelerating,1.0,2
T245c257,P7_agent_dl,245,257,24.0,1.4,21.0,16.0,1,5.0,True,4.0,1.0,-8.0,8.0,0.85,1.0,17.0,2.0,0.0,accelerating,accelerating,1.0,2
T245c258,P7_agent_dl,245,258,23.0,0.4,22.0,16.0,1,6.0,True,4.0,1.0,-7.0,7.0,0.71,1.0,14.0,2.0,0.0,accelerating,accelerating,1.0,2
T245c259,P7_agent_dl,245,259,22.0,0.0,21.0,16.0,1,5.0,True,4.0,1.0,-6.0,6.0,0.59,0.0,-2.0,2.0,0.0,accelerating,accelerating,1.0,2
T245c260,P7_agent_dl,245,260,21.0,0.0,22.0,16.0,1,6.0,True,4.0,1.0,-5.0,5.0,0.47,1.0,2.0,2.0,0.0,accelerating,accelerating,1.0,2
T245c261,P7_agent_dl,245,261,20.0,0.0,21.0,16.0,1,5.0,True,4.0,1.0,-4.0,4.0,0.36,0.0,-2.0,,,,accelerating,,0
T245c262,P7_agent_dl,245,262,19.0,0.0,22.0,16.0,1,6.0,True,4.0,1.0,-3.0,3.0,0.26,0.0,2.0,,,,accelerating,,0
T245c263,P7_agent_dl,245,263,18.0,0.0,21.0,16.0,1,5.0,True,4.0,1.0,-2.0,2.0,0.17,0.0,-2.0,,,,accelerating,,0
T245c264,P7_agent_dl,245,264,17.0,0.0,20.0,16.0,1,4.0,True,4.0,1.0,-1.0,1.0,0.08,1.0,125.0,,,,accelerating,,0
T245c265,P7_agent_dl,245,265,16.0,0.0,22.0,16.0,1,6.0,True,4.0,1.0,0.0,0.0,0.0,0.0,5.0,,,,accelerating,,0
T65c34,b0_median,65,34,125.0,119.9,125.0,125.0,0,0.0,,,1.0,0.0,0.0,0.0,1.0,79.1,,,steady,,,0
T65c35,b0_median,65,35,125.0,118.9,125.0,125.0,0,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0,,,sporadic,,,0
T65c59,b0_median,65,59,125.0,94.9,17.0,17.0,0,0.0,,,1.0,-108.0,108.0,4053.94,0.0,92.6,,,sporadic,,,0
T65c91,b0_median,65,91,125.0,62.9,4.0,4.0,0,0.0,,,1.0,-121.0,121.0,11021.48,0.0,20.2,,,sporadic,,,0
T65c133,b0_median,65,133,125.0,20.9,4.0,4.0,0,0.0,,,1.0,-121.0,121.0,11021.48,0.0,20.2,,,steady,,,0
T65c170,b0_median,65,170,125.0,0.0,19.0,4.0,1,15.0,,,1.0,-121.0,121.0,11021.48,0.0,21.0,,,sporadic,,,0
T65c281,b0_median,65,281,97.0,0.0,19.0,4.0,1,15.0,,,1.0,-93.0,93.0,1278.02,0.0,21.0,,,accelerating,,,0
T65c302,b0_median,65,302,76.0,0.0,25.5,4.0,1,21.5,,,1.0,-72.0,72.0,253.29,0.0,17.1,,,accelerating,,,0
T65c303,b0_median,65,303,75.0,0.0,25.5,4.0,1,21.5,,,1.0,-71.0,71.0,234.46,0.0,4.5,,,accelerating,,,0
T65c306,b0_median,65,306,72.0,0.0,25.5,4.0,1,21.5,,,1.0,-68.0,68.0,185.94,0.0,6.6,,,accelerating,,,0
T65c307,b0_median,65,307,71.0,0.0,27.0,4.0,1,23.0,,,1.0,-67.0,67.0,172.1,0.0,3.4,,,accelerating,,,0
T65c314,b0_median,65,314,64.0,0.0,22.5,4.0,1,18.5,,,1.0,-60.0,60.0,100.03,0.0,16.2,,,accelerating,,,0
T65c318,b0_median,65,318,60.0,0.0,25.5,4.0,1,21.5,,,1.0,-56.0,56.0,73.27,0.0,12.2,,,accelerating,,,0
T65c320,b0_median,65,320,58.0,0.0,25.5,4.0,1,21.5,,,1.0,-54.0,54.0,62.68,0.0,4.5,,,accelerating,,,0
T65c321,b0_median,65,321,57.0,0.0,25.5,4.0,1,21.5,,,1.0,-53.0,53.0,57.96,0.0,4.5,,,accelerating,,,0
T65c324,b0_median,65,324,54.0,0.0,27.0,4.0,1,23.0,,,1.0,-50.0,50.0,45.81,0.0,3.4,,,accelerating,,,0
T65c328,b0_median,65,328,50.0,0.0,19.0,4.0,1,15.0,,,1.0,-46.0,46.0,33.41,0.0,21.0,,,accelerating,,,0
T65c330,b0_median,65,330,48.0,0.0,25.5,4.0,1,21.5,,,1.0,-44.0,44.0,28.51,0.0,18.5,,,accelerating,,,0
T65c334,b0_median,65,334,44.0,0.0,27.0,4.0,1,23.0,,,1.0,-40.0,40.0,20.69,0.0,17.4,,,accelerating,,,0
T65c335,b0_median,65,335,43.0,0.0,25.5,4.0,1,21.5,,,1.0,-39.0,39.0,19.09,0.0,4.5,,,accelerating,,,0
T65c338,b0_median,65,338,40.0,0.0,27.0,4.0,1,23.0,,,1.0,-36.0,36.0,14.95,0.0,18.8,,,accelerating,,,0
T65c339,b0_median,65,339,39.0,0.0,25.5,4.0,1,21.5,,,1.0,-35.0,35.0,13.77,0.0,17.1,,,accelerating,,,0
T65c340,b0_median,65,340,38.0,0.0,25.5,4.0,1,21.5,,,1.0,-34.0,34.0,12.67,0.0,5.2,,,accelerating,,,0
T65c341,b0_median,65,341,37.0,0.0,15.5,4.0,1,11.5,,,1.0,-33.0,33.0,11.66,0.0,24.5,,,accelerating,,,0
T65c342,b0_median,65,342,36.0,0.0,27.0,4.0,1,23.0,,,1.0,-32.0,32.0,10.72,0.0,3.4,,,accelerating,,,0
T65c343,b0_median,65,343,35.0,0.0,24.0,4.0,1,20.0,,,1.0,-31.0,31.0,9.85,0.0,15.3,,,accelerating,,,0
T65c344,b0_median,65,344,34.0,0.0,27.0,4.0,1,23.0,,,1.0,-30.0,30.0,9.05,0.0,18.8,,,accelerating,,,0
T65c345,b0_median,65,345,33.0,0.0,25.5,4.0,1,21.5,,,1.0,-29.0,29.0,8.31,0.0,4.5,,,accelerating,,,0
T65c346,b0_median,65,346,32.0,0.0,23.0,4.0,1,19.0,,,1.0,-28.0,28.0,7.62,0.0,21.4,,,accelerating,,,0
T65c347,b0_median,65,347,31.0,0.0,15.5,4.0,1,11.5,,,1.0,-27.0,27.0,6.98,0.0,24.5,,,accelerating,,,0
T65c348,b0_median,65,348,30.0,0.0,25.5,4.0,1,21.5,,,1.0,-26.0,26.0,6.39,0.0,17.1,,,accelerating,,,0
T65c349,b0_median,65,349,29.0,0.0,23.0,4.0,1,19.0,,,1.0,-25.0,25.0,5.84,0.0,5.4,,,accelerating,,,0
T65c350,b0_median,65,350,28.0,0.0,23.0,4.0,1,19.0,,,1.0,-24.0,24.0,5.34,1.0,20.0,,,accelerating,,,0
T65c351,b0_median,65,351,27.0,0.0,19.0,4.0,1,15.0,,,1.0,-23.0,23.0,4.87,1.0,21.0,,,accelerating,,,0
T65c352,b0_median,65,352,26.0,0.0,27.0,4.0,1,23.0,,,1.0,-22.0,22.0,4.43,1.0,17.4,,,accelerating,,,0
T65c353,b0_median,65,353,25.0,0.0,15.5,4.0,1,11.5,,,1.0,-21.0,21.0,4.03,1.0,24.5,,,accelerating,,,0
T65c354,b0_median,65,354,24.0,0.0,25.5,4.0,1,21.5,,,1.0,-20.0,20.0,3.66,1.0,18.5,,,accelerating,,,0
T65c355,b0_median,65,355,23.0,0.0,25.5,4.0,1,21.5,,,1.0,-19.0,19.0,3.31,0.0,4.5,,,accelerating,,,0
T65c356,b0_median,65,356,22.0,0.0,25.5,4.0,1,21.5,,,1.0,-18.0,18.0,2.99,1.0,6.6,,,accelerating,,,0
T65c357,b0_median,65,357,21.0,0.0,22.5,4.0,1,18.5,,,1.0,-17.0,17.0,2.7,1.0,19.0,,,accelerating,,,0
T65c358,b0_median,65,358,20.0,0.0,13.5,4.0,1,9.5,,,1.0,-16.0,16.0,2.42,1.0,27.8,,,accelerating,,,0
T65c359,b0_median,65,359,19.0,0.0,10.5,4.0,1,6.5,,,1.0,-15.0,15.0,2.17,1.0,23.9,,,accelerating,,,0
T65c360,b0_median,65,360,18.0,0.0,25.5,4.0,1,21.5,,,1.0,-14.0,14.0,1.94,1.0,17.1,,,accelerating,,,0
T65c361,b0_median,65,361,17.0,0.0,23.0,4.0,1,19.0,,,1.0,-13.0,13.0,1.72,1.0,20.0,,,accelerating,,,0
T65c362,b0_median,65,362,16.0,0.0,25.5,4.0,1,21.5,,,1.0,-12.0,12.0,1.52,1.0,12.2,,,accelerating,,,0
T65c363,b0_median,65,363,15.0,0.0,23.0,4.0,1,19.0,,,1.0,-11.0,11.0,1.33,1.0,20.0,,,,,,0
T65c364,b0_median,65,364,14.0,0.0,23.0,4.0,1,19.0,,,1.0,-10.0,10.0,1.16,1.0,20.0,,,,,,0
T65c365,b0_median,65,365,13.0,0.0,25.5,4.0,1,21.5,,,1.0,-9.0,9.0,1.0,1.0,18.5,,,,,,0
T65c366,b0_median,65,366,12.0,0.0,25.5,4.0,1,21.5,,,1.0,-8.0,8.0,0.85,1.0,18.5,,,,,,0
T65c367,b0_median,65,367,11.0,0.0,12.0,4.0,1,8.0,,,1.0,-7.0,7.0,0.71,1.0,22.3,,,,,,0
T103c182,b0_median,103,182,12.0,4.8,27.0,27.0,0,0.0,,,1.0,15.0,15.0,3.48,0.0,12.5,,,,,,0
T103c183,b0_median,103,183,11.0,3.8,15.5,15.5,0,0.0,,,1.0,4.5,4.5,0.57,1.0,24.5,,,,,,0
T103c185,b0_median,103,185,9.0,1.8,25.5,15.5,1,10.0,,,1.0,6.5,6.5,0.92,0.0,18.5,,,,,,0
T103c186,b0_median,103,186,8.0,0.8,25.5,15.5,1,10.0,,,1.0,7.5,7.5,1.12,0.0,18.5,,,,,,0
T110c2,b0_median,110,2,125.0,125.0,77.0,77.0,0,0.0,,,1.0,-48.0,48.0,39.14,1.0,114.2,,,sporadic,,,0
T110c25,b0_median,110,25,125.0,102.0,125.0,77.0,1,48.0,,,1.0,-48.0,48.0,39.14,1.0,86.8,,,sporadic,,,0
T110c64,b0_median,110,64,125.0,63.0,77.0,77.0,0,0.0,,,1.0,-48.0,48.0,39.14,1.0,115.6,,,sporadic,,,0
T131c57,b0_median,131,57,125.0,121.9,125.0,125.0,0,0.0,,,1.0,0.0,0.0,0.0,1.0,81.9,,,sporadic,,,0
T135c2,b0_median,135,2,125.0,122.9,68.5,68.5,0,0.0,,,1.0,-56.5,56.5,76.18,1.0,119.3,,,steady,,,0
T135c20,b0_median,135,20,125.0,104.9,125.0,68.5,1,56.5,,,1.0,-56.5,56.5,76.18,1.0,79.1,,,steady,,,0
T135c22,b0_median,135,22,125.0,102.9,8.5,8.5,0,0.0,,,1.0,-116.5,116.5,7796.34,0.0,87.5,,,steady,,,0
T135c29,b0_median,135,29,125.0,95.9,125.0,8.5,1,116.5,,,1.0,-116.5,116.5,7796.34,1.0,79.1,,,steady,,,0
T135c33,b0_median,135,33,125.0,91.9,125.0,8.5,1,116.5,,,1.0,-116.5,116.5,7796.34,1.0,0.0,,,steady,,,0
T135c36,b0_median,135,36,125.0,88.9,125.0,8.5,1,116.5,,,1.0,-116.5,116.5,7796.34,1.0,79.1,,,steady,,,0
T135c43,b0_median,135,43,125.0,81.9,125.0,8.5,1,116.5,,,1.0,-116.5,116.5,7796.34,1.0,85.4,,,steady,,,0
T135c57,b0_median,135,57,125.0,67.9,68.5,8.5,1,60.0,,,1.0,-116.5,116.5,7796.34,1.0,117.9,,,sporadic,,,0
T135c74,b0_median,135,74,125.0,50.9,7.5,7.5,0,0.0,,,1.0,-117.5,117.5,8419.81,0.0,89.5,,,sporadic,,,0
T209c4,b0_median,209,4,125.0,125.0,14.5,14.5,0,0.0,,,1.0,-110.5,110.5,4913.77,0.0,26.5,,,steady,,,0
T209c13,b0_median,209,13,125.0,116.0,8.5,8.5,0,0.0,,,1.0,-116.5,116.5,7796.34,0.0,87.5,,,steady,,,0
T209c23,b0_median,209,23,125.0,106.0,20.5,8.5,1,12.0,,,1.0,-116.5,116.5,7796.34,0.0,90.5,,,sporadic,,,0
T209c35,b0_median,209,35,119.0,94.0,8.5,8.5,0,0.0,,,1.0,-110.5,110.5,4913.77,0.0,87.5,,,sporadic,,,0
T222c11,b0_median,222,11,125.0,118.0,125.0,125.0,0,0.0,,,1.0,0.0,0.0,0.0,1.0,79.1,,,sporadic,,,0
T245c235,b0_median,245,235,46.0,27.8,27.0,27.0,0,0.0,,,1.0,-19.0,19.0,3.31,0.0,12.5,,,accelerating,,,0
T245c238,b0_median,245,238,43.0,20.4,23.0,23.0,0,0.0,,,1.0,-20.0,20.0,3.66,0.0,17.3,,,accelerating,,,0
T245c241,b0_median,245,241,40.0,17.4,25.5,23.0,1,2.5,,,1.0,-17.0,17.0,2.7,0.0,4.5,,,accelerating,,,0
T245c243,b0_median,245,243,38.0,15.4,19.0,19.0,0,0.0,,,1.0,-19.0,19.0,3.31,0.0,21.0,,,accelerating,,,0
T245c247,b0_median,245,247,34.0,11.4,15.5,15.5,0,0.0,,,1.0,-18.5,18.5,3.15,0.0,24.5,,,accelerating,,,0
T245c249,b0_median,245,249,32.0,9.4,15.0,15.0,0,0.0,,,1.0,-17.0,17.0,2.7,0.0,22.1,,,accelerating,,,0
T245c255,b0_median,245,255,26.0,3.4,15.0,15.0,0,0.0,,,1.0,-11.0,11.0,1.33,0.0,22.1,,,accelerating,,,0
T245c256,b0_median,245,256,25.0,2.4,27.5,15.0,1,12.5,,,1.0,-10.0,10.0,1.16,0.0,5.8,,,accelerating,,,0
T245c257,b0_median,245,257,24.0,1.4,25.5,15.0,1,10.5,,,1.0,-9.0,9.0,1.0,1.0,12.2,,,accelerating,,,0
T245c258,b0_median,245,258,23.0,0.4,14.5,14.5,0,0.0,,,1.0,-8.5,8.5,0.92,1.0,26.5,,,accelerating,,,0
T245c259,b0_median,245,259,22.0,0.0,15.5,14.5,1,1.0,,,1.0,-7.5,7.5,0.78,1.0,24.5,,,accelerating,,,0
T245c260,b0_median,245,260,21.0,0.0,22.5,14.5,1,8.0,,,1.0,-6.5,6.5,0.65,1.0,17.6,,,accelerating,,,0
T245c261,b0_median,245,261,20.0,0.0,25.5,14.5,1,11.0,,,1.0,-5.5,5.5,0.53,1.0,18.5,,,,,,0
T245c262,b0_median,245,262,19.0,0.0,22.5,14.5,1,8.0,,,1.0,-4.5,4.5,0.41,1.0,17.6,,,,,,0
T245c263,b0_median,245,263,18.0,0.0,15.5,14.5,1,1.0,,,1.0,-3.5,3.5,0.31,1.0,24.5,,,,,,0
T245c264,b0_median,245,264,17.0,0.0,22.5,14.5,1,8.0,,,1.0,-2.5,2.5,0.21,1.0,17.6,,,,,,0
T245c265,b0_median,245,265,16.0,0.0,25.5,14.5,1,11.0,,,1.0,-1.5,1.5,0.12,1.0,18.5,,,,,,0
T65c34,dl_only,65,34,125.0,110.5,110.5,110.5,0,0.0,,,1.0,-14.5,14.5,2.05,,,,,steady,,,0
T65c35,dl_only,65,35,125.0,110.5,110.5,110.5,0,0.0,,,1.0,-14.5,14.5,2.05,,,,,sporadic,,,0
T65c59,dl_only,65,59,125.0,110.5,110.5,110.5,0,0.0,,,1.0,-14.5,14.5,2.05,,,,,sporadic,,,0
T65c91,dl_only,65,91,125.0,110.5,110.5,110.5,0,0.0,,,1.0,-14.5,14.5,2.05,,,,,sporadic,,,0
T65c133,dl_only,65,133,125.0,110.5,110.5,110.5,0,0.0,,,1.0,-14.5,14.5,2.05,,,,,steady,,,0
T65c170,dl_only,65,170,125.0,103.6,103.6,103.6,0,0.0,,,1.0,-21.4,21.4,4.19,,,,,sporadic,,,0
T65c281,dl_only,65,281,97.0,50.4,50.4,50.4,0,0.0,,,1.0,-46.6,46.6,35.04,,,,,accelerating,,,0
T65c302,dl_only,65,302,76.0,38.9,38.9,38.9,0,0.0,,,1.0,-37.1,37.1,16.35,,,,,accelerating,,,0
T65c303,dl_only,65,303,75.0,38.9,38.9,38.9,0,0.0,,,1.0,-36.1,36.1,15.07,,,,,accelerating,,,0
T65c306,dl_only,65,306,72.0,38.9,38.9,38.9,0,0.0,,,1.0,-33.1,33.1,11.76,,,,,accelerating,,,0
T65c307,dl_only,65,307,71.0,38.9,38.9,38.9,0,0.0,,,1.0,-32.1,32.1,10.81,,,,,accelerating,,,0
T65c314,dl_only,65,314,64.0,38.1,38.1,38.1,0,0.0,,,1.0,-25.9,25.9,6.33,,,,,accelerating,,,0
T65c318,dl_only,65,318,60.0,38.1,38.1,38.1,0,0.0,,,1.0,-21.9,21.9,4.39,,,,,accelerating,,,0
T65c320,dl_only,65,320,58.0,38.1,38.1,38.1,0,0.0,,,1.0,-19.9,19.9,3.62,,,,,accelerating,,,0
T65c321,dl_only,65,321,57.0,37.3,37.3,37.3,0,0.0,,,1.0,-19.7,19.7,3.55,,,,,accelerating,,,0
T65c324,dl_only,65,324,54.0,33.7,33.7,33.7,0,0.0,,,1.0,-20.3,20.3,3.77,,,,,accelerating,,,0
T65c328,dl_only,65,328,50.0,22.7,22.7,22.7,0,0.0,,,1.0,-27.3,27.3,7.17,,,,,accelerating,,,0
T65c330,dl_only,65,330,48.0,21.2,21.2,21.2,0,0.0,,,1.0,-26.8,26.8,6.86,,,,,accelerating,,,0
T65c334,dl_only,65,334,44.0,16.1,16.1,16.1,0,0.0,,,1.0,-27.9,27.9,7.55,,,,,accelerating,,,0
T65c335,dl_only,65,335,43.0,16.1,16.1,16.1,0,0.0,,,1.0,-26.9,26.9,6.92,,,,,accelerating,,,0
T65c338,dl_only,65,338,40.0,16.1,16.1,16.1,0,0.0,,,1.0,-23.9,23.9,5.29,,,,,accelerating,,,0
T65c339,dl_only,65,339,39.0,16.1,16.1,16.1,0,0.0,,,1.0,-22.9,22.9,4.82,,,,,accelerating,,,0
T65c340,dl_only,65,340,38.0,16.1,16.1,16.1,0,0.0,,,1.0,-21.9,21.9,4.39,,,,,accelerating,,,0
T65c341,dl_only,65,341,37.0,16.1,16.1,16.1,0,0.0,,,1.0,-20.9,20.9,3.99,,,,,accelerating,,,0
T65c342,dl_only,65,342,36.0,16.1,16.1,16.1,0,0.0,,,1.0,-19.9,19.9,3.62,,,,,accelerating,,,0
T65c343,dl_only,65,343,35.0,15.2,15.2,15.2,0,0.0,,,1.0,-19.8,19.8,3.59,,,,,accelerating,,,0
T65c344,dl_only,65,344,34.0,15.2,15.2,15.2,0,0.0,,,1.0,-18.8,18.8,3.25,,,,,accelerating,,,0
T65c345,dl_only,65,345,33.0,15.2,15.2,15.2,0,0.0,,,1.0,-17.8,17.8,2.93,,,,,accelerating,,,0
T65c346,dl_only,65,346,32.0,12.8,12.8,12.8,0,0.0,,,1.0,-19.2,19.2,3.38,,,,,accelerating,,,0
T65c347,dl_only,65,347,31.0,8.2,8.2,8.2,0,0.0,,,1.0,-22.8,22.8,4.78,,,,,accelerating,,,0
T65c348,dl_only,65,348,30.0,6.2,6.2,6.2,0,0.0,,,1.0,-23.8,23.8,5.24,,,,,accelerating,,,0
T65c349,dl_only,65,349,29.0,5.1,5.1,5.1,0,0.0,,,1.0,-23.9,23.9,5.29,,,,,accelerating,,,0
T65c350,dl_only,65,350,28.0,2.0,2.0,2.0,0,0.0,,,1.0,-26.0,26.0,6.39,,,,,accelerating,,,0
T65c351,dl_only,65,351,27.0,2.0,2.0,2.0,0,0.0,,,1.0,-25.0,25.0,5.84,,,,,accelerating,,,0
T65c352,dl_only,65,352,26.0,2.0,2.0,2.0,0,0.0,,,1.0,-24.0,24.0,5.34,,,,,accelerating,,,0
T65c353,dl_only,65,353,25.0,2.0,2.0,2.0,0,0.0,,,1.0,-23.0,23.0,4.87,,,,,accelerating,,,0
T65c354,dl_only,65,354,24.0,2.0,2.0,2.0,0,0.0,,,1.0,-22.0,22.0,4.43,,,,,accelerating,,,0
T65c355,dl_only,65,355,23.0,2.0,2.0,2.0,0,0.0,,,1.0,-21.0,21.0,4.03,,,,,accelerating,,,0
T65c356,dl_only,65,356,22.0,2.0,2.0,2.0,0,0.0,,,1.0,-20.0,20.0,3.66,,,,,accelerating,,,0
T65c357,dl_only,65,357,21.0,2.0,2.0,2.0,0,0.0,,,1.0,-19.0,19.0,3.31,,,,,accelerating,,,0
T65c358,dl_only,65,358,20.0,2.0,2.0,2.0,0,0.0,,,1.0,-18.0,18.0,2.99,,,,,accelerating,,,0
T65c359,dl_only,65,359,19.0,2.0,2.0,2.0,0,0.0,,,1.0,-17.0,17.0,2.7,,,,,accelerating,,,0
T65c360,dl_only,65,360,18.0,0.0,0.0,0.0,0,0.0,,,1.0,-18.0,18.0,2.99,,,,,accelerating,,,0
T65c361,dl_only,65,361,17.0,0.0,0.0,0.0,0,0.0,,,1.0,-17.0,17.0,2.7,,,,,accelerating,,,0
T65c362,dl_only,65,362,16.0,0.0,0.0,0.0,0,0.0,,,1.0,-16.0,16.0,2.42,,,,,accelerating,,,0
T65c363,dl_only,65,363,15.0,0.0,0.0,0.0,0,0.0,,,1.0,-15.0,15.0,2.17,,,,,,,,0
T65c364,dl_only,65,364,14.0,0.0,0.0,0.0,0,0.0,,,1.0,-14.0,14.0,1.94,,,,,,,,0
T65c365,dl_only,65,365,13.0,0.0,0.0,0.0,0,0.0,,,1.0,-13.0,13.0,1.72,,,,,,,,0
T65c366,dl_only,65,366,12.0,0.0,0.0,0.0,0,0.0,,,1.0,-12.0,12.0,1.52,,,,,,,,0
T65c367,dl_only,65,367,11.0,0.0,0.0,0.0,0,0.0,,,1.0,-11.0,11.0,1.33,,,,,,,,0
T103c182,dl_only,103,182,12.0,6.7,6.7,6.7,0,0.0,,,1.0,-5.3,5.3,0.5,,,,,,,,0
T103c183,dl_only,103,183,11.0,6.7,6.7,6.7,0,0.0,,,1.0,-4.3,4.3,0.39,,,,,,,,0
T103c185,dl_only,103,185,9.0,0.8,0.8,0.8,0,0.0,,,1.0,-8.2,8.2,0.88,,,,,,,,0
T103c186,dl_only,103,186,8.0,0.8,0.8,0.8,0,0.0,,,1.0,-7.2,7.2,0.74,,,,,,,,0
T110c2,dl_only,110,2,125.0,117.0,117.0,117.0,0,0.0,,,1.0,-8.0,8.0,0.85,,,,,sporadic,,,0
T110c25,dl_only,110,25,125.0,117.0,117.0,117.0,0,0.0,,,1.0,-8.0,8.0,0.85,,,,,sporadic,,,0
T110c64,dl_only,110,64,125.0,117.0,117.0,117.0,0,0.0,,,1.0,-8.0,8.0,0.85,,,,,sporadic,,,0
T131c57,dl_only,131,57,125.0,117.2,117.2,117.2,0,0.0,,,1.0,-7.8,7.8,0.82,,,,,sporadic,,,0
T135c2,dl_only,135,2,125.0,123.0,123.0,123.0,0,0.0,,,1.0,-2.0,2.0,0.17,,,,,steady,,,0
T135c20,dl_only,135,20,125.0,120.0,120.0,120.0,0,0.0,,,1.0,-5.0,5.0,0.47,,,,,steady,,,0
T135c22,dl_only,135,22,125.0,119.1,119.1,119.1,0,0.0,,,1.0,-5.9,5.9,0.57,,,,,steady,,,0
T135c29,dl_only,135,29,125.0,119.1,119.1,119.1,0,0.0,,,1.0,-5.9,5.9,0.57,,,,,steady,,,0
T135c33,dl_only,135,33,125.0,119.1,119.1,119.1,0,0.0,,,1.0,-5.9,5.9,0.57,,,,,steady,,,0
T135c36,dl_only,135,36,125.0,119.1,119.1,119.1,0,0.0,,,1.0,-5.9,5.9,0.57,,,,,steady,,,0
T135c43,dl_only,135,43,125.0,119.1,119.1,119.1,0,0.0,,,1.0,-5.9,5.9,0.57,,,,,steady,,,0
T135c57,dl_only,135,57,125.0,119.1,119.1,119.1,0,0.0,,,1.0,-5.9,5.9,0.57,,,,,sporadic,,,0
T135c74,dl_only,135,74,125.0,118.4,118.4,118.4,0,0.0,,,1.0,-6.6,6.6,0.66,,,,,sporadic,,,0
T209c4,dl_only,209,4,125.0,122.5,122.5,122.5,0,0.0,,,1.0,-2.5,2.5,0.21,,,,,steady,,,0
T209c13,dl_only,209,13,125.0,122.5,122.5,122.5,0,0.0,,,1.0,-2.5,2.5,0.21,,,,,steady,,,0
T209c23,dl_only,209,23,125.0,117.9,117.9,117.9,0,0.0,,,1.0,-7.1,7.1,0.73,,,,,sporadic,,,0
T209c35,dl_only,209,35,119.0,116.5,116.5,116.5,0,0.0,,,1.0,-2.5,2.5,0.21,,,,,sporadic,,,0
T222c11,dl_only,222,11,125.0,119.5,119.5,119.5,0,0.0,,,1.0,-5.5,5.5,0.53,,,,,sporadic,,,0
T245c235,dl_only,245,235,46.0,29.8,29.8,29.8,0,0.0,,,1.0,-16.2,16.2,2.48,,,,,accelerating,,,0
T245c238,dl_only,245,238,43.0,27.7,27.7,27.7,0,0.0,,,1.0,-15.3,15.3,2.24,,,,,accelerating,,,0
T245c241,dl_only,245,241,40.0,27.6,27.6,27.6,0,0.0,,,1.0,-12.4,12.4,1.6,,,,,accelerating,,,0
T245c243,dl_only,245,243,38.0,26.8,26.8,26.8,0,0.0,,,1.0,-11.2,11.2,1.37,,,,,accelerating,,,0
T245c247,dl_only,245,247,34.0,19.1,19.1,19.1,0,0.0,,,1.0,-14.9,14.9,2.15,,,,,accelerating,,,0
